Unnamed: 0,document,star,label
179,, 10,1
180,재밋는데 다들 왜이럼? , 10,1
181,난 재밌었는데 평점 머지ㅋㅋ , 8,1
182,네이트판가면 재밌는거 훨씬 많이 읽을 수 있다. , 4,0
183,캐머런 OOO끼 죽여버릴거임 , 10,1
184,재미없어 재미없다고요 , 1,0
185,미쳐다... , 1,0
186,"스토리? 개연성? 오케이. 개나준거 인정. 하지만 그것만으로 단정짓기엔 카메라 워킹, 연출, 색감, ost 과연 한국영화에서 이러한 색채를 풍기는 영화가 있었나? 보여지는 한국배경의 디스토피아 세계관만으로도 이 영화는 충분히 매력적이었고 스릴러로써의 오락성은 다하고도 남았다. 재밌게 즐기려면  충분히 재밌게 즐길수 있는 영화.색다른 냄새를 풍기는, 지금까지의 고전적 신파 어설픈 반전스릴러따위 보다 백만배가치 있는 영화. ", 8,1
187, 참 좋았습니다. 배우들의 연기도 좋았고 시골여행 한 듯한 배경들도 좋았습니다. 시대의 큰 어른이셨던 김수환 추기경님의 인간적이고 그야말로 순하디 '순한' 어린시절 이야기가 인상적이었습니다. 올망올망한 아역들을 보는것 만으로도 힐링되는 좋은 영화입니다. , 10,1
188,"전 괜찮았는데, 왜케 평점이 낮은지 모르겠네요.전 재밌었습니다. 나름 느끼는바도 많았구요 ", 10,1
189,그래도 돈은 내 유년시절보다 낫다.그래도 좋아해주는 매력적인 브랜든도 있고 친구도 있었으니깐요.전 철저하게 모든 사람들한테 외면받았거든요.돈은 어떻게 성장해서 살고있을까?난 정말 비참하게 살고있는데. , 10,1
190,기대 1도 안 하고 봤는데 개재밌다 진짜긴장감 개쩔어서 숨죽이면서 봄 , 10,1
191,도데체 개연성 어디갔어? , 4,0
192,아들을 살려주지 그대로 고통다받아줬는데ㅠㅠ OO , 10,1
193,마지막순간을 위해 이 영화를 만들었다해도 과언이 아닐정도다 완전 감동.. , 9,1
194,지긋지긋하네 , 1,0
195,연출은 좋았다 , 8,1
196,토렌트봐도 시간아깝네 , 2,0
197,부인이 준 넥타이는 부인이 준 트라우마를 빗대서 말한게 아니었을까. , 10,1
198,와우~ , 10,1
199,이 영화 인생영화일 정도로 너무 좋은데ㅠㅠㅜㅠ 남주 아빠 떡밥 회수랑 남주여주 키스하는 장면도 넣어줬으면 진짜 너무 좋았을텐데... 엔딩이 살짝 아쉬운 영화 ㅠㅠ 하지만 남주가 마지막에 나무 심어줄 땐 너무 뭉클했다 그리고 남주 개 잘생김 , 10,1
200,, 10,1
201,죽어서야 비로서 사랑을 받게 된 마츠코의 한마디 타다이마... , 9,1
202,, 10,1
203,이거 평점이 왜 7점대지? 정말 전설같은 영화인데 , 10,1
204,나름 괜찮았던거 같은데...평가가 많이 안좋네요ㅠ , 8,1
205,이거 왜케 까이냐진지흐게 재밌게봤구만ㅋㅋ , 10,1
206,"마지막 니콜과 아비의 대화가 감독이 하고자 하는 말인 듯한데, 아비는 자신의 살인을 정당화시키고 있는데, 감독은 그것이 용서하는 것보다 덜 오만하다는 궤변을 펼치고 있다. 물론 저들이 약하고 무지하니 용서해야 한다는 논리 또한 인간의 입장에서는 제한이 있긴 하지만 그렇다고 살인을 옹호하는 것은 어불성설이다. 이 대화는 감독이 예수님을 생각하고 쓴 듯한데 말마따나 예수님도 당신만의 기준이 있으셨던 것 같다. 인간을 사랑하고 용서를 하는 데에. 반면 니콜은 그런 기준 없이 한없이 용서했기 때문에 감독은 그것을 꼬집었고 나아가 오만의 극치라고까지 한다. 인간이 예수님이 아니고서야 타인에 대한 맹목적인 박애정신, 너무 쉬운 용서와 동정은 나는 그들과 다르니까식의 오만한 마인드라 할 수 있겠다. 나도 일터에서는 상대방한테 싫은 소리를 잘 못하고 내가 더 힘든 게 낫지라는 마인드로 살아왔는데 그게 오만이라고 감독은 말한다. 너무 쉽게 동정하고 용서하니까. 그런데 오만인 건 알겠는데 그것을 말하는 이가 살인을 밥 먹듯이 하면서 자긴 아니라는 식으로 그런 소리를 하면 안되지... ", 9,1
207,, 10,1
208,욕망을 꿈구게 해줬어 하지만 그게 다일까? , 10,1
209,안보면 후회하는 명작입니다 , 10,1
210,, 10,1
211,, 10,1
212,이거 뭐.. 하.. 할많할않 , 2,0
213,A급 배우들이 만든 재미있는 B급 영화 ㅋ베그 한게임 한 기분ㅋㅋ쪼렙이 동료 빨로 치킨먹는 기분이랄까?? , 10,1
214,스토커는 종신형을 내려야함. , 10,1
215,, 10,1
216,재밌음. 악당 여자 좀 봐주지 .. 불쌍 , 8,1
217,"돈가방을 둘러싼 쫓고 쫓기는 많고 많은 추격영화 중 하나인데, 재밌긴 하다 ", 9,1
218,코로나로 지루한 이세상 엔드게임으러 물리치리라재상영 땡큐요 , 10,1
219,, 10,1
220,재앙급 쓰레기작품. 내가 배우였으면 시나리오 받자마자 원본 찾아내서 파쇄기에 갈아버렸음 , 1,0
221,"나름 재밌었어요,,, 박소담이랑 박보영이 귀여움 걍,,,ㅋㅋㅋ사탕 오물오물 ", 8,1
222,위대한 위인의 뒤에는 더 위대한 어머니가 있으셨군요.어머니의 헌신과 사랑으로  믿음의 씨앗이 잘 자라 산 너머 고향을 잘 찾아가는 소년의 모습과 잘 어우러지는 초록가득 영상미가 뛰어났어요 , 10,1
223,굉장히 재밌네요 ~ 코로나땜에 볼거없어서 집에서 봤는데.. 배우들 연기나 스토리 연출 재미 다 있어요~~ VOD로 봐서 죄송한 영화 , 10,1
224,절대로 총구가 흔들려서는 안된다 피해를 줄여야 하는 건 맞지만 이런 이유 저런 이유 따지면 애초에 우리 모두의 자유와 생명이 흔들리는 법이거늘 , 10,1
225,결국 종착점이 사랑이라는게 아쉽긴했지만 그것만빼면 이영화에 힐링이 어떤것인지 정서적인 안정 간도웃는다는게 어떤건지 알수있다 ㅎ , 10,1
226,"두번 고민할 것도 없이 명작! 댓글에서 일부 사람들이 여성의 인권, 성추행, 아동교육, 불륜, 페미니즘 등 운운하는데, 미안한 얘기지만 그런 꽉 막힌 관점으로 이런 예술적인 영화를 감상하고자 하는 자세부터가 글러먹은 것... 예술작품 앞에서까지 그런 잣대를 드러내는 게 참 신기하고 한편으로 이런 작품을 오직 이성적으로만 감상하려는 사람들이 불쌍합니다. ", 10,1
227,꽃잎이랑 같이 떠내려가는 장면에서 울뻔함 , 10,1
228,또라이 새끼들 , 10,1
229,긴박감 쩐다 , 10,1
230,"재미없게 시작하다가 점점 빠져들게 하더니 깊은 감동으로 끝났네요.. 나치 소년 안에 함께 하는 히틀러는 코믹하게, 전쟁의 참담함은 뼈아프게, 평화의 소중함과 고귀함은 아름답게 그려졌습니다. 소년 조조의 엄마는 가장 빛나는 평화의 상징입니다. ", 8,1
231,, ,0
232,So so. 일본식 슬로무비는 나랑 안맞는 걸로 , 4,0
233,당시에 생각한 미래의 2015년은 저렇구나 흥미로웠다 1편과 이어지는 내용일줄 몰랐는데 정말 잘찍었다 명작 , 10,1
234,"한국의 아침드라마를 짬뽕시킨 전형적인 로맨스영화.'설마'싶은게 정말 다 맞다.그냥 결말이 상영 10분만에 보인다.코시국에 볼 영화가 없어서 보러간것인데사회적 거리두기를 실행하지않는 자들에게 벌을주기 위해서 만든 영화인것같다.영상미,ost,스토리 모든게 최악이지만여주인공과 남주인공의 귀여움 하나로 별 1개를 준다. ", 1,0
235,이 유명한 영화를 웨이브로 드디어 봤다 정말 재밌고 지금봐도 독특한 전개와 아이디어에 감탄했다 , 10,1
236,"다ㄷㅊ 이건 진짜 오래간만의 개띵작이다.. 왜인지 영화 로건이 생각남 한남자의 떠안은 외로운 싸움.. 그냥 몰라 경이로워. 사회와 싸우는게 완전 내스타일영화임.. 내심장에 명작으로 이미 새겼다 이거는; 걍 사회와정부,기업이라는 계급적으로 맞설수없는 그 존나 딴딴한 벽을 그냥 한번이라도 느껴본사람은 알거야 존나 멋있는 영화라는걸 / / / /    ㅡ  ㅡ  ㅡ  ㅡ +) 내 생각도 엔딩을 좀더 멋지게 끝냈으면 더 갓무비가 됬겠지 싶음 근데 엔딩어쩌구하면서 이영화의 완성도를 재는거는 솔직히 영화에 피검사할때 가족5명 데리고온 여자가 2000달러 챙기는거 자랑하면서 롭한테 ""듀폰은 좋은회사에요^^"" 이러는거나 같다고봄 정말 이 여자가 딱생각남ㄹㅇ;; 인당 400달러씩 주면서 한 피검사목적도 모른 채 단지 한기업을 위해하려보이는 사람에게 결백을 증명하려고 선행한다는듯한 말투가 .. 영화가 전달하려는 목적도 모른채 영화의 완성도가 미적기준이 미달이라는 말을 하려는거랑 정말 똑같지 않나 싶음.. 영화를 제대로 봤다면 이여자같은 무지한 말은 하지말아야 되지않나 싶음.. ", 10,1
237,누구나 스파르탄 정신이 필요할 때가 있다. , 8,1
238,So so. 나만 모르나 이 영화의 진가를 , 4,0
239,잔인한 장면은 없지만 끔찍하다 , 10,1
240,진짜 배우들 OOO기에 미친스토리... 잔인함은 올드보이 복도씬만큼 몸서리쳐지지만 정말 잘 만든 한국영화 , 9,1
241,기대없이봤는데. 독창적이고 유쾌함 ㅋ , 10,1
242,아 어릴적 봤던 영화...아련한 추억이자 동시에 감각적이라 뇌리에 박혔던 영화입니다나의 20살이 더욱더 감성적일 수 있었던그래서 십여년이 지났지만 이렇게 일상속에서 불현듯 떠오르고 그렇게 이 시점에 감상평을 쓰고 있네요ㅋ저에겐 몇번이고 되새기게 되는 좋은 영화에요 , 10,1
243,스토리는 사실 별거없는데 존나쫄린다 연출 연기 다미침;;나중에 영화관에서 개봉했음 좋겠다 , 8,1
244,괜찮았다. 볼만하다. , 10,1
245,칠월 어머님 틀니 3개월 압수 , 10,1
246,말이 필요없는 명불허전 , 10,1
247,입이 쩍벌어진다 진짜 잘만들었다 , 10,1
248,너무 뻔한 얘기 9점은 오바지.. , 1,0
249,, ,0
250,"솔직히 딱봐도 에이 완전 뻔한 할리우드 액션영화겠구만~ 하고 기대 안하고 봤는데, 재밌었어요. 심지어 웃겨서 풉킼 웃으면서 봤습니다. 스토리는 딱 예상 가능한데 연출이 재미있었어요. 특히, 초반부에 낮에는 수술하고 밤에는 연습하는 장면을 다중화면으로 편집한게 좋았습니다. 연기는 배우들 다 말해모해... 였구요. 마지막 ACDC 노래가 배경음으로 깔리면서 끝나는데 ~~시험기간에 봐서 더 재밌었음다 ㅋ.ㅋ 킬링타임용으로 좋아요 ", 8,1
251,무개념 영화  좋은배우들을 이렇게 쓰다니군필인데 싸우지 못하고 도망만 다니고강도짓 하는 깡으로 싸우겠는데20년 역대급 한심한 영화 , 2,0
252,아.... ㅠㅠㅠㅠ꼭 봐야하는 영화입니다 ㅠㅠ , 10,1
253,옛날에보고 오늘 한번더 봤는데 이영화는 여성부와 악플러들이  봐야될영화 성추행 무고로 시작해서 악플러들이 다죽이네  그와중  남자만  다죽음 여성부 폐지하고 악플러들 정신좀 차려라 영화는 그다지 무섭지 않음 , 4,0
254,"남주가 연기를 못하는 느낌이라 더 좋았다 어벙벙한 느낌을 잘 표현한 듯, 일본 특유의 이런 서정감이 너무 좋다. 아련하고 애뜻했네. ", 8,1
255,참신한 스토리와 잔잔함속에 감동을 주는영화!!!저는 몇번을 다시보아도 참 좋아요~ , 10,1
256,어차피 영화자체 출발을 비급감성으로 만든건데 이정도면 개잘만든거지 편집이 좀 재미없게 그러긴했지만 할리우드 비급감성 생각해보셈 내용도 신선하고 좋네ㅋㅋㅋㅋ우리나라에 너무 싼티나지않으면서 재미난 비급감성 영화들 많이나왔음 좋겠다ㅋㅋ말그대로 있는그대로 보면 좋을영화ㅋㅋㅋ , 10,1
257,여기에 불호평만 있는것 치고는 나름 괜찮게봤음.주연배우가 액션에서 다소 부족한느낌도 있고 라라가 감정에 조금 잘 휘둘리는 느낌이 있긴한데 뭐 무조건 전사같은면만 보는게 아니라 저렇게 캐릭터를 해석할수도 있다고 생각함. 그것보다 중국배우한테 분량을 왤캐 많이 준건지 모르겟음ㅋ , 7,1
258,진짜.... 파수꾼때매 봤는데. 욕나온다 , 1,0
259,평점 왜 이래 , 10,1
260,초반에 몰입감이나 스토리는 좋았으나뒤로 갈수록 스토리가 이상한느낌들면서 이해하기 어려운 부분들이 많고 등장하는 사람들 의심하다 이상하게 해피앤딩으로 끝남ㅋ 음 .. 전체적으로 초반은 볼만했으나 후반은 찝찝한느낌으로 끝남 , 4,0
261,크 넷플에서 본 영화중 제일 잼남햄식쓰 멋져부러 , 10,1
262,"과거의 내가 연애를 하며 느꼈던 감정들이 떠올라 너무 괴로웠고, 영화가 끝나고나서는 겅하하고 힘든 감정만이 남았다. 평생동안 위로받지 못한 소율과 이기적이었던 둘. 아무것도 뺏지 않았다는 연희의 말도 연희의 입장에서는 자신을 필요로하는 곳, 사람들에게 자신을 기꺼이 내어주었을 뿐이라는 뜻 같아보여 이해는 되었다. 물론 너무 이기적인 말이었지만. 한효주와 유연석의 연기는 정말 말할 것도 없고, 그냥 영화가 끝나면 너무 먹먹하다 ", 10,1
263,"깔끔한 스토리, 깔끔한 반전, 깔끔한 결론 ", 10,1
264,"지금까지의 모든 한국의 사극들 중 가장 완벽에 가까운 고증과 연출, 그리고 연기를 바탕으로 하고도 소재가 우리에게 있어 치욕의 역사라는 이유만으로 흥행에 실패한다는 현실은 한국영화계에게 너무나도 큰 아픔일 것이라고 생각한다. ", 10,1
265,소재 신선하고 재밌는데 다들 왜그래ㅠㅜ2편 나올까? 궁금하다ㅎㅎ , 10,1
266,"처음 이 영화를 보았을 때 뛰어난 영상미와 후반부에 몰아치는 충격에 말을 잇지 못했다. 다음에 다시 이 영화를 볼 때는 나에게 많은 생각을 안겨주었다. 신, 종교, 믿음. 어려운 주제들을 영화 속에 훌륭하게 담아낸 이안 감독은 정말 대단하다. ", 9,1
267,안젤리나 졸리의 모든 영화 중 젤 매혹적으로 나온 영화가 이 영화임. 그녀의 등장씬에선 숨이 멎을 정도였음. , 10,1
268,보고싶어 죽겠는데 상영관좀 늘려주시죠...코로나 생기기 훨씬 전에 개봉했는데 그때도 상영관없어서 못봄. , 10,1
269,연기나 집중으로 이끌어가는건 좋은데 주인공이 너무 먼치킨임 무적이네 , 4,0
270,평식이 손꾸락 뿌러뜨리고 싶네 ㅗㅗ , 10,1
271,처음엔 긴장감 있고 연기도 좋고 재미있었는데 중간부턴 똥싸고 급한일 생겨서 휴지로 똥두번만 닦고 나온 찝찝한 기분. 너무 빨리 끝내려고 망친 스토리. , 3,0
272,"일본의 역사적 고찰이  상당히 부족하며 서양인에게는 아직 막연히 극동이라면 아직도 신비한 느낌이있나?라는 생각이 드는 작품. 일본인지, 마야문명인지 헷갈리는 배경과 고작 고대 바이러스를 얻기위해 그 긴시간 천문학적인 비용을 들이는 악당도 이해하기어려우며, 바이러스는 접촉으로만  감염되는게 가장 어이가 없음 ", 4,0
